,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label, Label
10,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/05/2020 02:06:29 PM,118513527,83,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7087798509279029,1427873.8192771084,2693215.759428956,8400223.0,7.0,110113821.0,1342851.4756097563,2595296.093701988,8400223.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7003419955597137,0.00843785536818932,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,83,0,1,0,-1,-1,0,0,3834894.444444445,4414221.3175583165,11620938.0,1610134.0,8399947.700000001,178.86745558290673,8400223.0,8399706.0,No Label,ARP_POISONING
11,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/05/2020 02:08:29 PM,115919879,114,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9920645276035872,1016841.0438596488,1904945.1228863157,8400522.0,19.0,107519693.0,951501.7079646016,1780499.5123235763,8400522.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.9834378795374692,0.008626648066118152,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,114,0,1,0,-1,-1,0,0,7526148.142857143,8364962.545383022,23851668.0,1609915.0,7178792.875,1247072.007825008,8400522.0,5069468.0,No Label,ARP_POISONING
12,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/05/2020 02:10:30 PM,119609559,191,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6052228735330425,626228.0575916229,804373.6561904689,4082363.0,15.0,117338395.0,617570.4999999998,797526.5021375753,4082363.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.5968623377333913,0.008360535799651264,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,191,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,ARP_POISONING
13,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/05/2020 02:12:34 PM,119514085,207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.740380642164478,577362.729468599,804876.1792382657,4902012.0,12.0,118996684.0,577653.8058252428,806825.982090152,4902012.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.7320134275386874,0.008367214625790759,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,207,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,ARP_POISONING
14,192.168.1.2-192.168.1.5-50733-20000-6,192.168.1.2,50733,192.168.1.5,20000,6,18/05/2020 02:14:27 PM,118182321,13,18,330.0,1682.0,90.0,15.0,25.384615384615394,20.184723850552846,495.0,17.0,93.44444444444444,139.69892930754048,17.024542951733025,0.2623065762940973,3939410.7,13129522.262358947,70521992.0,17.0,118181415.0,9848451.25,19774944.93894754,70522167.0,901.0,118182321.0,6951901.235294118,17035273.785974372,70522333.0,222.0,0,1,0,0,416,576,0.10999953199429888,0.15230704429979844,15.0,495.0,63.71875000000001,109.69377739136844,12032.724798387097,0,0,0,1,1,0,0,0,1.0,65.7741935483871,25.384615384615387,93.44444444444444,0,0,0,0,0,0,13,330,18,1682,-1,227,13,0,1878919.4,2707734.67437539,6003478.0,1206.0,21757322.4,27725747.72606305,70521992.0,5694200.0,No Label,NORMAL
15,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/05/2020 02:14:35 PM,119154318,210,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7708128714227545,567401.514285714,613232.5539965656,3113576.0,10.0,119112442.0,569915.990430622,613618.7665439615,3113576.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.7624203933591396,0.00839247806361495,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,210,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,ARP_POISONING
16,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/05/2020 02:16:35 PM,119275745,204,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7187065148911875,584685.0245098041,779786.4737325407,5300710.0,18.0,119274594.0,587559.57635468,780629.9829622494,5300710.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.7103225806722062,0.008383934218981403,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,204,0,1,0,-1,-1,0,0,90017247.0,0.0,90017247.0,90017247.0,5300710.0,0.0,5300710.0,5300710.0,No Label,ARP_POISONING
17,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/05/2020 02:18:36 PM,119556963,213,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.789941753538855,561300.295774648,731551.4493411414,6696525.0,7.0,118681198.0,559816.9716981133,732961.7913518834,6696525.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.7815775397372715,0.008364213801583434,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,213,0,1,0,-1,-1,0,0,50323569.0,0.0,50323569.0,50323569.0,6696525.0,0.0,6696525.0,6696525.0,No Label,ARP_POISONING
18,192.168.1.2-192.168.1.5-50733-20000-6,192.168.1.2,50733,192.168.1.5,20000,6,18/05/2020 02:16:28 PM,91341043,7,11,144.0,1076.0,27.0,18.0,20.571428571428573,4.391550328268399,292.0,17.0,97.81818181818184,116.84418529119725,13.35653677613469,0.1970636573528069,5373002.529411765,9455511.86871964,34751783.0,126.0,77151920.0,12858653.333333336,12066369.63758009,34752050.0,857.0,91341043.0,9134104.3,10990024.671912463,34752066.0,293.0,0,1,0,0,224,352,0.0766358667483138,0.1204277906044931,17.0,292.0,65.1578947368421,95.60175681666495,9139.695906432748,0,0,0,1,1,0,0,0,1.0,68.77777777777777,20.571428571428573,97.8181818181818,0,0,0,0,0,0,7,144,11,1076,-1,227,7,0,761870.0,1702395.7527108672,3807208.0,267.0,17506275.0,9675424.682871368,34751783.0,11904673.0,No Label,NORMAL
19,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/05/2020 02:20:37 PM,119964697,210,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7588507725735347,571260.4619047618,815795.7539134745,5597153.0,18.0,119890410.0,573638.3253588519,817024.6279380192,5597153.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.7505149869215275,0.008335785652007273,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,210,0,1,0,-1,-1,0,0,22214911.5,18730470.20957062,35459354.0,8970469.0,5595987.5,1648.2659069458425,5597153.0,5594822.0,No Label,ARP_POISONING
20,192.168.1.2-192.168.1.5-50733-20000-6,192.168.1.2,50733,192.168.1.5,20000,6,18/05/2020 02:21:18 PM,118548713,13,14,443.0,2529.0,209.0,18.0,34.07692307692308,52.66475978371992,966.0,17.0,180.64285714285717,253.94627146545938,25.06986305283635,0.2277544759174231,4559565.884615385,12525909.728031078,50002007.0,19.0,118547350.0,9878945.833333332,17308329.524135675,50002971.0,465935.0,118548713.0,9119131.769230768,17021581.82634365,50002361.0,407.0,0,1,0,0,416,448,0.10965956247875926,0.1180949134386638,17.0,966.0,107.10714285714285,194.65950125429643,37892.32142857142,0,0,0,1,1,0,0,0,1.0,111.07407407407408,34.07692307692308,180.64285714285717,0,0,0,0,0,0,13,443,14,2529,-1,235,13,0,1508202.0,2576848.644010548,4483605.0,964.0,33535908.66666667,22799495.857678793,50002007.0,7513320.0,No Label,NORMAL
21,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/05/2020 02:22:37 PM,119753641,221,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8538058479574744,541871.6787330317,607604.3454013853,4543357.0,11.0,118755994.0,539799.9727272728,608207.1622902581,4543357.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.8454553711648731,0.008350476792601237,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,221,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,ARP_POISONING
22,192.168.1.2-192.168.1.5-50733-20000-6,192.168.1.2,50733,192.168.1.5,20000,6,18/05/2020 02:23:19 PM,109590279,16,21,360.0,2168.0,63.0,18.0,22.5,11.384199576606164,495.0,17.0,103.23809523809527,138.72018770240498,23.06773942969887,0.3376211862732825,3044174.416666666,6858721.9327135375,29963215.0,23.0,93659247.0,6243949.800000002,9041583.802027278,29963442.0,1147.0,109590279.0,5479513.949999998,8521349.08013991,29963491.0,270.0,0,1,0,0,512,672,0.14599835082087892,0.1916228354524036,17.0,495.0,67.00000000000003,110.09479944513669,12120.864864864863,0,0,0,1,1,0,0,0,1.0,68.81081081081079,22.5,103.23809523809523,0,0,0,0,0,0,16,360,21,2168,-1,235,16,0,748325.6,1011960.1627330991,2001221.0,227.0,18100213.6,8735681.733989643,29963215.0,5659370.0,No Label,NORMAL
23,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/05/2020 02:24:37 PM,119872277,207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7351801868250154,579093.1256038649,662050.8555697986,4773420.0,11.0,119451688.0,579862.5631067964,663570.8632640075,4773420.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.7268379743883568,0.008342212436658728,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,207,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,ARP_POISONING
24,192.168.1.2-192.168.1.5-50733-20000-6,192.168.1.2,50733,192.168.1.5,20000,6,18/05/2020 02:25:28 PM,38938501,16,15,297.0,700.0,27.0,18.0,18.5625,2.25,292.0,17.0,46.66666666666667,80.6160801636521,25.60447820012383,0.7961272058213026,1297950.0333333332,3299147.528860997,17655495.0,120.0,38937469.0,2595831.266666666,4351773.92726796,17655686.0,700.0,38938501.0,2781321.5,4672614.734608511,17655735.0,234.0,0,1,0,0,512,480,0.4109043642948659,0.3852228415264368,17.0,292.0,31.71875,56.04447218863985,3140.982862903225,0,0,0,1,1,0,0,0,0.0,32.74193548387097,18.5625,46.66666666666666,0,0,0,0,0,0,16,297,15,700,-1,235,16,0,8936470.0,0.0,8936470.0,8936470.0,17655495.0,0.0,17655495.0,17655495.0,No Label,NORMAL
25,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/05/2020 02:26:38 PM,119953890,202,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6923169394506503,593831.1386138618,734645.109303975,6397337.0,12.0,119953867.0,596785.4079601994,735275.5551043723,6397337.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.6839804028031105,0.00833653664754015,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,202,0,1,0,-1,-1,0,0,103660082.0,0.0,103660082.0,103660082.0,6397337.0,0.0,6397337.0,6397337.0,No Label,ARP_POISONING
26,192.168.1.2-192.168.1.5-50733-20000-6,192.168.1.2,50733,192.168.1.5,20000,6,18/05/2020 02:27:47 PM,116320364,10,12,397.0,1564.0,190.0,18.0,39.7,52.99905659537725,488.0,17.0,130.33333333333331,158.42424822053738,16.858612994023982,0.1891328331812992,5539064.9523809515,10898247.053863486,38869557.0,165.0,116319137.0,12924348.555555554,15829786.99644509,45095623.0,496.0,116320364.0,10574578.545454543,14561043.50244674,38870182.0,297.0,0,1,0,0,320,384,0.08596946962786327,0.10316336355343593,17.0,488.0,86.04347826086956,126.31255543325472,15954.861660079048,0,0,0,1,1,0,0,0,1.0,89.95454545454545,39.7,130.33333333333334,0,0,0,0,0,0,10,397,12,1564,-1,243,10,0,1388473.0,1932710.2147198638,4519915.0,496.0,18229614.666666668,14164032.751091767,38869557.0,5291594.0,No Label,NORMAL
27,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/05/2020 02:28:38 PM,119432124,236,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.984390732262285,506068.32203389826,699735.8199774248,5116972.0,11.0,118909515.0,505997.93617021275,701228.5507642449,5116972.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.9760177755860728,0.008372956676212172,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,236,0,1,0,-1,-1,0,0,98206023.0,0.0,98206023.0,98206023.0,5116972.0,0.0,5116972.0,5116972.0,No Label,ARP_POISONING
28,192.168.1.2-192.168.1.5-50733-20000-6,192.168.1.2,50733,192.168.1.5,20000,6,18/05/2020 02:29:47 PM,100258917,9,8,162.0,137.0,18.0,18.0,18.0,0.0,18.0,17.0,17.125,0.35355339059327345,2.9822783743016097,0.16956097780310156,6266182.3125,18109060.147381,73292904.0,164.0,90847893.0,11355986.625,25148539.63827307,73293262.0,944.0,100258917.0,14322702.428571427,26508351.89147984,73293239.0,306.0,0,1,0,0,288,256,0.08976757648399494,0.07979340131910663,17.0,18.0,17.61111111111111,0.5016313257045499,0.2516339869281043,0,0,0,1,1,0,0,0,0.0,18.647058823529417,18.0,17.125,0,0,0,0,0,0,9,162,8,137,-1,243,9,0,3184191.333333333,5514606.129546999,9551910.0,306.0,30235336.0,37295589.54665456,73292904.0,8002721.0,No Label,NORMAL
29,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/05/2020 02:30:38 PM,119915794,223,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8679774575816093,537738.9865470855,684817.134541707,4863600.0,17.0,118268396.0,532740.5225225226,682275.4416724032,4863600.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.85963827250312,0.008339185078489327,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,223,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,ARP_POISONING
30,192.168.1.2-192.168.1.5-50733-20000-6,192.168.1.2,50733,192.168.1.5,20000,6,18/05/2020 02:31:51 PM,96666812,3,6,63.0,1578.0,27.0,18.0,21.0,5.196152422706632,674.0,17.0,263.0,269.6620106726196,16.97583654667333,0.09310330829985372,12083351.5,22340459.438507814,58768206.0,308.0,61999831.0,30999915.5,39601472.14683894,59002385.0,2997446.0,96666812.0,19333362.4,26430697.331591304,58768755.0,531.0,0,1,0,0,96,192,0.031034436099951244,0.06206887219990249,17.0,674.0,174.1,232.587116295522,54096.76666666667,0,0,0,1,1,0,0,0,2.0,193.44444444444446,21.0,263.0,0,0,0,0,0,0,3,63,6,1578,-1,243,3,0,1635806.0,2256828.8728926703,3231625.0,39987.0,46697325.5,17070802.91288493,58768206.0,34626445.0,No Label,NORMAL
31,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/05/2020 02:32:39 PM,119240957,223,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87854916327114,534712.811659193,706015.643526479,4848042.0,10.0,118677683.0,534584.1576576577,707608.5412182886,4848042.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.8701627830779652,0.008386380193174734,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,223,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,ARP_POISONING
