,Unnamed: 0,flow ID, source IP, destination IP, source port, destination port, protocol, date, duration, TotalFwdPkts, TotalBwdPkts, TotLenfwdDL, TotLenfwdTR, TotLenfwdAPP, TotLenbwdDL, TotLenbwdTR, TotLenbwdAPP, DLfwdPktLenMAX, DLfwdPktLenMIN, DLfwdPktLenMEAN, DLfwdPktLenSTD, TRfwdPktLenMAX, TRfwdPktLenMIN, TRfwdPktLenMEAN, TRfwdPktLenSTD, APPfwdPktLenMAX, APPfwdPktLenMIN, APPfwdPktLenMEAN, APPfwdPktLenSTD, DLbwdPktLenMAX, DLbwdPktLenMIN, DLbwdPktLenMEAN, DLbwdPktLenSTD, TRbwdPktLenMAX, TRbwdPktLenMIN, TRbwdPktLenMEAN, TRbwdPktLenSTD, APPbwdPktLenMAX, APPbwdPktLenMIN, APPbwdPktLenMEAN, APPbwdPktLenSTD, DLflowBytes/sec, TRflowBytes/sec, APPflowBytes/sec, FlowPkts/sec, FlowIAT_MEAN, FlowIAT_STD, FlowIAT_MAX, FlowIAT_MIN, TotalFwdIAT, fwdIAT_MEAN, fwdIAT_STD, fwdIAT_MAX, fwdIAT_MIN, TotalBwdIAT, bwdIAT_MEAN, bwdIAT_STD, bwdIAT_MAX, bwdIAT_MIN, DLfwdHdrLen, TRfwdHdrLen, APPfwdHdrLen, DLbwdHdrLen, TRbwdHdrLen, APPbwdHdrLen, fwdPkts/sec, bwdPkts/sec, DLpktLenMEAN, DLpktLenMIN, DLpktLenMAX, DLpktLenSTD, DLpktLenVAR, TRpktLenMEAN, TRpktLenMIN, TRpktLenMAX, TRpktLenSTD, TRpktLenVAR, APPpktLenMEAN, APPpktLenMIN, APPpktLenMAX, APPpktLenSTD, APPpktLenVAR, ActiveMEAN, ActiveSTD, ActiveMAX, ActiveMIN, IdleMEAN, IdleSTD, IdleMAX, IdleMIN, frameSrc, frameDst, TotPktsInFlow, firstPacketDIR, mostCommonREQ_FUNC_CODE, mostCommonRESP_FUNC_CODE, corruptConfigFragments, deviceTroubleFragments, deviceRestartFragments, pktsFromMASTER, pktsFromSLAVE, Label
10,10,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  18:56:58 ,108979161.0,6,6,84,78,66,1391,1385,1361,17,8,14.0,4.6475800154489,16,7,13.0,4.6475800154489,14,5,11.0,4.6475800154489,282,176,231.8333333333333,55.30430965726511,281,175,230.8333333333333,55.30430965726511,277,171,226.8333333333333,55.30430965726511,13.534697702435055,13.424584907567787,13.094246522965982,0.11011279486726824,9907196.454545457,10875416.164211394,33722516.0,11455.0,108979161.0,21795832.2,12344389.547295187,42000003.0,10979432.0,49276550.0,9855310.0,10366126.175495597,26417206.0,2530807.0,60,6,12,60,6,24,0.05505639743363412,0.05505639743363412,122.91666666666669,8,282,119.75540096632828,14341.35606060606,121.91666666666669,7,281,119.75540096632828,14341.35606060606,118.91666666666669,5,277,118.76367544860088,14104.810606060602,3353726.6,4508775.483744206,10979432.0,0.0,18442105.6,11230662.167612126,33722516.0,5030548.0,1,11,12,MASTER,1,0,0,0,0,6,6,REPLAY
11,11,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  18:59:27 ,89787805.0,9,5,81,72,54,35,30,10,17,8,9.0,3.0,16,7,8.0,3.0,14,5,6.0,3.0,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,1.2919349125418536,1.1360117334419746,0.7127916758851606,0.15592317909987888,6906754.230769231,5287571.769990207,22000456.0,1538439.0,89787805.0,11223475.625,7899817.335935557,30007918.0,4968819.0,49322877.0,12330719.25,10738194.134015936,26515440.0,1594138.0,90,9,18,50,5,20,0.1002363294213507,0.05568684967852817,8.285714285714286,7,17,2.55489188175792,6.527472527472527,7.2857142857142865,6,16,2.55489188175792,6.527472527472526,4.571428571428571,2,14,3.0813155460785735,9.494505494505496,1842986.625,3925641.439022707,11002114.0,0.0,9380489.0,5308771.2944265315,22000456.0,5031099.0,1,11,14,MASTER,1,129,0,0,0,9,5,REPLAY
12,12,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:01:29 ,100622380.0,10,3,98,88,68,21,18,6,17,8,9.8,3.794733192202056,16,7,8.8,3.794733192202056,14,5,6.8,3.794733192202056,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,1.1826394883523923,1.053443577860114,0.735422875109891,0.12919591049227816,8385198.333333332,4461207.599452893,15902439.0,2067310.0,90581989.0,10064665.444444444,3224697.6862427006,15902439.0,6054529.0,92117187.0,46058593.5,61555904.50845485,89585191.0,2531996.0,100,10,20,30,3,12,0.09938146960944473,0.02981444088283342,9.153846153846152,7,17,3.508232077228117,12.307692307692307,8.153846153846152,6,16,3.508232077228117,12.307692307692307,5.6923076923076925,2,14,3.9026618135279456,15.230769230769232,783330.0,2349990.0,7049970.0,0.0,10396934.444444444,3022994.743874074,15902439.0,6054529.0,1,11,13,MASTER,1,129,0,0,0,10,3,REPLAY
13,13,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:03:41 ,70034157.0,2,2,16,14,10,14,12,4,8,8,8.0,0.0,7,7,7.0,0.0,5,5,5.0,0.0,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,0.4283624060756525,0.3712474185988989,0.19990245616863786,0.05711498747675368,23344719.0,27355923.57677925,54927736.0,7072240.0,61999976.0,61999976.0,-1.0,61999976.0,61999976.0,62961917.0,62961917.0,-1.0,62961917.0,62961917.0,20,2,4,20,2,8,0.02855749373837684,0.02855749373837684,7.5,7,8,0.5773502691896257,0.3333333333333333,6.5,6,7,0.5773502691896257,0.3333333333333333,3.5,2,5,1.7320508075688772,3.0,0.0,0.0,0.0,0.0,23344719.0,27355923.57677925,54927736.0,7072240.0,1,11,4,MASTER,1,129,0,0,0,2,2,REPLAY
14,14,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:05:45 ,62000121.0,3,1,24,21,15,7,6,2,8,8,8.0,0.0,7,7,7.0,0.0,5,5,5.0,0.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,0.4999990241954528,0.4354830210734589,0.2741930132684741,0.0645160031219939,20666707.0,27106140.297786426,51928506.0,3706227.0,62000121.0,31000060.5,29597291.46548617,51928506.0,10071615.0,0.0,0.0,0.0,0.0,0.0,30,3,6,10,1,4,0.048387002341495434,0.016129000780498476,7.75,7,8,0.5,0.25,6.75,6,7,0.5,0.25,4.25,2,5,1.5,2.25,1853113.5,2620698.2443166743,3706227.0,0.0,29146947.0,32217989.709802844,51928506.0,6365388.0,1,11,4,MASTER,1,129,0,0,0,3,1,REPLAY
15,15,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  19:07:49 ,100059514.0,6,6,42,36,12,48,42,30,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,8,8,8.0,0.0,7,7,7.0,0.0,5,5,5.0,0.0,0.8994646925828563,0.7795360669051421,0.4197501898719996,0.11992862567771415,9096319.454545457,8756158.540181367,32969794.0,2008065.0,100059514.0,20011902.8,17550713.341878805,41997845.0,2008065.0,83000236.0,16600047.2,14395817.70871836,41999889.0,7000155.0,60,6,24,60,6,12,0.05996431283885709,0.05996431283885709,7.5,7,8,0.5222329678670935,0.2727272727272727,6.5,6,7,0.5222329678670935,0.2727272727272727,3.5,2,5,1.5666989036012806,2.4545454545454546,1711839.5714285714,3151808.5236857194,8031227.0,0.0,12582376.714285715,9388580.979814267,32969794.0,5077548.0,11,1,12,OUTSTATION,1,129,0,0,0,6,6,REPLAY
16,16,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:09:57 ,98645412.0,6,10,75,69,57,2324,2314,2274,17,8,12.5,4.929503017546495,16,7,11.5,4.929503017546495,14,5,9.5,4.929503017546495,654,7,232.4,182.1904985935814,653,6,231.4,182.1904985935814,649,2,227.4,182.1904985935814,24.31942805408932,24.1572309516027,23.630090368521145,0.16219710248663166,6576360.8,9035427.907587064,36754278.0,10004.0,98645412.0,19729082.4,18073483.636626914,50612194.0,6599736.0,78536417.0,8726268.555555556,12091251.53145791,36754278.0,10004.0,60,6,12,100,10,40,0.06082391343248686,0.10137318905414476,149.9375,7,654,178.92213157311386,32013.129166666666,148.9375,6,653,178.92213157311386,32013.129166666666,145.6875,2,649,178.3093636539222,31794.22916666667,1323323.0,2991952.106280828,8611041.0,0.0,11007353.5,10574750.117571492,36754278.0,5038578.0,1,11,16,MASTER,1,129,0,0,0,6,10,REPLAY
17,17,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:12:09 ,119004008.0,5,1,49,44,34,7,6,2,17,8,9.8,4.024922359499621,16,7,8.8,4.024922359499621,14,5,6.8,4.024922359499622,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,0.4705723860998026,0.4201539161605381,0.3025108196355874,0.05041846993926457,23800801.6,21877154.64639052,58973021.0,9001094.0,119004008.0,29751002.0,27516086.35081691,68003109.0,9001094.0,0.0,0.0,0.0,0.0,0.0,50,5,10,10,1,4,0.042015391616053804,0.008403078323210763,9.333333333333334,7,17,3.7771241264574122,14.26666666666667,8.333333333333334,6,16,3.7771241264574122,14.26666666666667,6.0,2,14,4.09878030638384,16.8,0.0,0.0,0.0,0.0,23800801.6,21877154.64639052,58973021.0,9001094.0,1,11,6,MASTER,1,129,0,0,0,5,1,REPLAY
18,18,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  19:14:12 ,90356800.0,9,6,63,54,18,75,69,57,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,35,8,12.5,11.0227038425243,34,7,11.5,11.0227038425243,32,5,9.5,11.0227038425243,1.527278522479769,1.3612699874276202,0.8300426752607439,0.1660085350521488,6454057.142857143,11030146.893845178,41999444.0,196274.0,48357356.0,6044669.5,7288451.795337902,17277179.0,406872.0,88968617.0,17793723.4,21954908.52843936,56969213.0,5968567.0,90,9,36,60,6,12,0.09960512103128928,0.06640341402085953,9.2,7,35,7.153420760127883,51.17142857142858,8.2,6,34,7.153420760127883,51.17142857142858,5.0,2,32,7.606388292556647,57.85714285714285,4590299.0,8281039.441641249,16973013.0,0.0,17998901.0,16430393.574508576,41999444.0,5968567.0,11,1,15,OUTSTATION,1,129,0,0,0,6,9,REPLAY
19,19,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:16:35 ,114001054.0,7,4,101,94,80,933,929,913,35,8,14.428571428571427,10.014275524755364,34,7,13.428571428571427,10.014275524755364,32,5,11.428571428571427,10.014275524755364,468,7,233.25,193.17586978364213,467,6,232.25,193.17586978364213,463,2,228.25,193.17586978364213,9.07009158003048,8.973601244072709,8.710445782369696,0.09649033595777104,11400105.4,10280542.267352115,31950039.0,4834.0,114001054.0,19000175.666666668,16917426.961038448,51892080.0,7000219.0,46035997.0,15345332.333333336,26534266.83922611,45984455.0,4834.0,70,7,14,40,4,16,0.061402941064036126,0.035087394893734934,94.0,7,468,153.11303014440017,23443.6,93.0,6,467,153.11303014440017,23443.6,90.27272727272728,2,463,152.3870669768868,23221.818181818184,716733.7142857143,1873669.7427883525,4965594.0,0.0,15569131.142857146,9393133.436420163,31950039.0,7000219.0,1,11,11,MASTER,1,129,0,0,0,7,4,REPLAY
20,20,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  19:19:11 ,119110940.0,12,6,528,516,468,48,42,30,282,7,44.0,89.31965069345043,281,6,43.0,89.31965069345043,277,2,39.0,89.31965069345043,8,8,8.0,0.0,7,7,7.0,0.0,5,5,5.0,0.0,4.835827842513877,4.68470822243532,4.180976155506791,0.1511196200785587,7006525.882352943,8898809.75684429,33966441.0,10690.0,119110940.0,10828267.272727273,17880213.362022642,53026304.0,10690.0,69094131.0,13818826.2,10202671.42367974,31968192.0,8034080.0,120,12,48,60,6,12,0.1007464133857058,0.0503732066928529,32.0,7,282,73.9403575227239,5467.176470588235,31.0,6,281,73.9403575227239,5467.176470588235,27.66666666666667,2,277,73.71726591591448,5434.235294117648,2331714.285714286,3895690.260579492,8034080.0,0.0,14397164.857142854,10000822.892533883,33966441.0,6010116.0,11,1,18,OUTSTATION,1,129,0,0,0,6,12,REPLAY
21,21,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  19:21:12 ,97874678.0,3,10,21,18,6,80,70,50,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,8,8,8.0,0.0,7,7,7.0,0.0,5,5,5.0,0.0,1.0319318751679571,0.8991089605423784,0.5721602476178772,0.13282291462557866,8156223.166666668,5672783.400345912,20941139.0,177927.0,56056746.0,28028373.0,36800154.78897666,54050012.0,2006734.0,91855539.0,10206171.0,5334327.154349599,20941139.0,177927.0,30,3,12,100,10,20,0.030651441836671994,0.10217147278890663,7.769230769230767,7,8,0.4385290096535146,0.19230769230769232,6.769230769230767,6,7,0.4385290096535146,0.19230769230769232,4.3076923076923075,2,5,1.3155870289605436,1.7307692307692302,980172.0,2133564.5823302367,6019139.0,0.0,11254162.75,4073637.904891322,20941139.0,8218200.0,11,1,13,OUTSTATION,1,129,0,0,0,10,3,REPLAY
22,22,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  19:23:30 ,109477315.0,14,9,98,84,28,81,72,54,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,17,8,9.0,3.0,16,7,8.0,3.0,14,5,6.0,3.0,1.635041926265729,1.4249527402092388,0.7490136198535742,0.21008918605649032,4976241.590909091,7117254.588143652,30004045.0,10520.0,105766737.0,8135902.846153846,17665364.83776793,66041541.0,405201.0,99466764.0,12433345.5,11010301.71617772,30004045.0,10520.0,140,14,56,90,9,18,0.12788037412134193,0.08220881193514837,7.782608695652174,7,17,2.0661013294505457,4.2687747035573125,6.782608695652174,6,16,2.0661013294505457,4.2687747035573125,3.565217391304348,2,14,2.6938665512692777,7.2569169960474325,3051123.0,4761010.814508324,10054452.0,0.0,13465821.333333336,9350576.403754512,30004045.0,5722234.0,11,1,23,OUTSTATION,1,129,0,0,0,9,14,REPLAY
23,23,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  19:25:45 ,95107831.0,6,6,672,666,642,66,60,48,282,7,112.0,115.65984610053741,281,6,111.0,115.65984610053741,277,2,107.0,115.65984610053741,17,8,11.0,4.6475800154489,16,7,10.0,4.6475800154489,14,5,8.0,4.6475800154489,7.759613401340211,7.633440825708663,7.254923098814018,0.12617257563154816,8646166.454545455,7122732.188873935,21030784.0,4811.0,95107831.0,19021566.2,19350229.392447025,45684184.0,4811.0,72002967.0,14400593.4,10794611.155142287,31002931.0,2961748.0,60,6,24,60,6,12,0.06308628781577408,0.06308628781577408,61.5,7,282,94.1937075682582,8872.454545454546,60.5,6,281,94.1937075682582,8872.454545454546,57.5,2,277,93.61283905727691,8763.363636363636,1841399.166666667,4485443.077666527,10997176.0,0.0,14009906.0,4705521.737521568,21030784.0,9032487.0,11,1,12,OUTSTATION,1,129,0,0,0,6,6,REPLAY
